Species,Family,Order,SQS,Conservation status,Larval feeding guild,Adult feeding guild,Broad biotope,Habitat,Resources,Specific assemblage type,Habitat score,Associations
Omosita colon,Nitidulidae,Coleoptera,1,,necrophagous,necrophagous,open habitats,tall sward & scrub,dung & carrion >> carrion,,,
Omosita depressa,Nitidulidae,Coleoptera,1,,necrophagous,necrophagous,open habitats,tall sward & scrub,dung & carrion >> carrion,,,
Omosita discoidea,Nitidulidae,Coleoptera,1,,necrophagous,necrophagous,open habitats,tall sward & scrub,dung & carrion >> carrion,,,
Pityophagus ferrugineus,Nitidulidae,Coleoptera,1,,predator,predator,tree-associated,decaying wood,"bark & cambium >> beneath tight bark, conifer or broadleaved >> conifer only, dead trunks & branches >> freshly dead",A212,,Pinus
Pocadius adustus,Nitidulidae,Coleoptera,,,,,open habitats,tall sward & scrub,"habitats >> fungi fruiting bodies, soil humidity >> variable humidity",,,Calvatia
Pocadius ferrugineus,Nitidulidae,Coleoptera,1,,,,open habitats,tall sward & scrub,"habitats >> fungi fruiting bodies, soil humidity >> variable humidity",,,Calvatia
Pria dulcamarae,Nitidulidae,Coleoptera,1,,herbivore,herbivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> variable humidity",,,Solanum
Soronia grisea,Nitidulidae,Coleoptera,1,,saprophagous,saprophagous,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,A212,,Fagales
Soronia punctatissima,Nitidulidae,Coleoptera,1,,saprophagous,saprophagous,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,A212,,Fagales
Thalycra fervida,Nitidulidae,Coleoptera,4,Nb,,,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> variable humidity",,,
Noterus clavicornis,Noteridae,Coleoptera,1,,predator,predator,wetland,marshland,shallow freshwater pond >> aquatic: well vegetated,,"grazing marsh - salinity: 0, grazing marsh - status: 1",Arthropoda
Noterus crassicornis,Noteridae,Coleoptera,4,LC;NS,predator,predator,wetland,peatland,"base status >> base, shallow freshwater pond >> aquatic: well vegetated",W314,"grazing marsh - salinity: 0, grazing marsh - status: 3",Arthropoda
Chrysanthia nigricornis,Oedemeridae,Coleoptera,8,NR;VU,unknown,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> conifer only, decaying wood >> white rot, flowers (adult)",A212,,Pinus
Ischnomera caerulea,Oedemeridae,Coleoptera,8,LC;NR,unknown,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> white rot, flowers (adult)",A211,IEC (Revised): 3,Ulmus
Ischnomera cinerascens,Oedemeridae,Coleoptera,8,LC;NR,unknown,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> white rot, flowers (adult)",A211,"IEC (Original): 3, IEC (Revised): 1",Ulmus
Ischnomera cyanea,Oedemeridae,Coleoptera,1,LC;None,unknown,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> white rot, flowers (adult)",A211,"IEC (Original): 1, IEC (Revised): 1",Ulmus
Ischnomera sanguinicollis,Oedemeridae,Coleoptera,4,LC;NS,unknown,nectivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> white rot, flowers (adult)",A211,"IEC (Original): 3, IEC (Revised): 3",Ulmus
Nacerdes melanura,Oedemeridae,Coleoptera,0,,,,,,,,,
Oedemera (Oedemera) lurida,Oedemeridae,Coleoptera,1,,predator,predator,open habitats,tall sward & scrub,habitats >> sward/field layer,,,
Oedemera (Oedemera) nobilis,Oedemeridae,Coleoptera,1,,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> variable humidity",,,
Oedemera (Oedemera) virescens,Oedemeridae,Coleoptera,8,LC;NR,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> variable humidity",,,
Oedemera (Oncomera) femoralis,Oedemeridae,Coleoptera,4,LC;NS,herbivore,nectivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> variable humidity",,,
Phalacrus fimetarius,Phalacridae,Coleoptera,,,,,,,,,calcareous grassland: High,
Phloiophilus edwardsii,Phloiophilidae,Coleoptera,4,LC;NS,fungivore,fungivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, dead trunks & branches >> aerial branches, fungal fruiting bodies",A212,"IEC (Original): 1, IEC (Revised): 1",Quercus
Platypus cylindrus,Platypodidae,Coleoptera,4,Nb,xylophagous,unknown,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, dead trunks & branches >> freshly dead",A212,"IEC (Original): 1, IEC (Revised): 1",Quercus
Eubria palustris,Psephenidae,Coleoptera,4,NS;NT,herbivore,herbivore,wetland,running water,,W126,"seepage (calcareous): A, seepage (soft rock cliff): A, soft rock cliff: 3",
Acrotrichis (Acrotrichis) lucidula,Ptiliidae,Coleoptera,,RDB K,,,,,,,seepage (woodland): B,
Actidium aterrimum,Ptiliidae,Coleoptera,4,RDB K,saprophagous,saprophagous,wetland,running water,exposed riverine sediments >> riparian shingle,W111,ERS (Coleoptera): 1,
Micridium halidaii,Ptiliidae,Coleoptera,4,RDB K,fungivore,fungivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, decaying wood >> red rot, fungal fruiting bodies",A211,"IEC (Original): 3, IEC (Revised): 3",Quercus
Nossidium pilosellum,Ptiliidae,Coleoptera,4,Notable,fungivore,fungivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, fungal fruiting bodies, wet hollows >> rot hole detritus, woodmould >> dry wood mould",A211,,Fagales
Oligella intermedia,Ptiliidae,Coleoptera,4,RDB K,fungivore,fungivore,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,A211,,
Ptenidium (Gressnerium) gressneri,Ptiliidae,Coleoptera,4,Notable,fungivore,fungivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, wet hollows >> rot holes, woodmould >> dry wood mould",A211,"IEC (Original): 2, IEC (Revised): 2",Fagales
Ptenidium (Matthewsium) turgidum,Ptiliidae,Coleoptera,4,RDB K,fungivore,fungivore,tree-associated,decaying wood,"conifer or broadleaved >> broadleaved only, wet hollows >> rot holes, woodmould >> dry wood mould",A211,"IEC (Original): 2, IEC (Revised): 2",Fagales
Ptenidium (Ptenidium) formicetorum,Ptiliidae,Coleoptera,1,,unknown,unknown,tree-associated,shaded woodland floor,woodland habitat >> woodland litter,,,Fagales
Ptenidium (Ptenidium) longicorne,Ptiliidae,Coleoptera,1,,saprophagous,saprophagous,wetland,running water,exposed riverine sediments >> riparian sand,W122,ERS (Coleoptera): 1,
Ptenidium (Wankowizium) brenskei,Ptiliidae,Coleoptera,4,Notable,saprophagous,saprophagous,wetland,running water,exposed riverine sediments >> riparian shingle,W111,ERS (Coleoptera): 1,
Pteryx suturalis,Ptiliidae,Coleoptera,1,,fungivore,fungivore,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,,,Fagales
Ptiliolum (Euptilium) caledonicum,Ptiliidae,Coleoptera,4,RDB K,fungivore,fungivore,tree-associated,decaying wood,bark & cambium >> beetle galleries,A212,,"Alnus, Pinus"
Ptinella aptera,Ptiliidae,Coleoptera,1,,fungivore,fungivore,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,,,"Fagus, Quercus"
Ptinella cavelli,Ptiliidae,Coleoptera,,,fungivore,fungivore,tree-associated,decaying wood,bark & cambium >> beneath tight bark,,,Fagales
Ptinella denticollis,Ptiliidae,Coleoptera,4,Notable,fungivore,fungivore,tree-associated,decaying wood,"bark & cambium >> beneath tight bark, conifer or broadleaved >> broadleaved only",A212,,Fagales
Ptinella errabunda,Ptiliidae,Coleoptera,,,fungivore,fungivore,tree-associated,decaying wood,"bark & cambium >> beneath tight bark, conifer or broadleaved >> broadleaved only",,,Fagales
Ptinella limbata,Ptiliidae,Coleoptera,4,RDB K,fungivore,fungivore,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,,"IEC (Original): 2, IEC (Revised): 2",Fagales
Ptinella simsoni,Ptiliidae,Coleoptera,1,,fungivore,fungivore,tree-associated,decaying wood,conifer or broadleaved >> broadleaved only,A211,,
Ptinella taylorae,Ptiliidae,Coleoptera,,,fungivore,fungivore,tree-associated,decaying wood,"bark & cambium >> beneath tight bark, conifer or broadleaved >> broadleaved only",A212,,Fagales
Pyrochroa coccinea,Pyrochroidae,Coleoptera,1,LC;None,,visits flowers,tree-associated,decaying wood,"bark & cambium >> beneath tight bark, conifer or broadleaved >> broadleaved only, dead trunks & branches >> trunks & branches, flowers (adult)",A212,"coarse woody debris: c, IEC (Original): 1, IEC (Revised): 1",Fagales
Pyrochroa serraticornis,Pyrochroidae,Coleoptera,1,,,visits flowers,tree-associated,decaying wood,"bark & cambium >> beneath tight bark, conifer or broadleaved >> broadleaved only, dead trunks & branches >> trunks & branches, flowers (adult)",A212,coarse woody debris: c,Fagales
Schizotus pectinicornis,Pyrochroidae,Coleoptera,8,LC;NR,,unknown,tree-associated,decaying wood,"bark & cambium >> beneath tight bark, conifer or broadleaved >> broadleaved only, dead trunks & branches >> trunks & branches",A212,,
Pytho depressus,Pythidae,Coleoptera,8,LC;NR,,unknown,tree-associated,decaying wood,"conifer or broadleaved >> conifer only, dead trunks & branches >> trunks & branches",A212,,Pinus
Byctiscus betulae,Rhynchitidae,Coleoptera,4,Nb,herbivore,herbivore,tree-associated,arboreal,"canopy >> understorey, conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Byctiscus populi,Rhynchitidae,Coleoptera,8,RDB 3;Section 41 Priority Species,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Caenorhinus mannerheimii,Rhynchitidae,Coleoptera,1,,herbivore,herbivore,tree-associated,arboreal,"canopy >> understorey, conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Deporaus betulae,Rhynchitidae,Coleoptera,1,,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Involvulus caeruleus,Rhynchitidae,Coleoptera,1,,herbivore,herbivore,tree-associated,arboreal,"canopy >> understorey, conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Involvulus cupreus,Rhynchitidae,Coleoptera,4,Nb,herbivore,herbivore,tree-associated,arboreal,"canopy >> understorey, conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Lasiorhynchites (Coccygorrhynchites) sericeus,Rhynchitidae,Coleoptera,,Na,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Lasiorhynchites (Lasiorhynchites) cavifrons,Rhynchitidae,Coleoptera,4,Nb,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Lasiorhynchites (Lasiorhynchites) olivaceus,Rhynchitidae,Coleoptera,4,,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Neocoenorrhinus aequatus,Rhynchitidae,Coleoptera,1,,herbivore,herbivore,tree-associated,arboreal,"canopy >> understorey, conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Neocoenorrhinus germanicus,Rhynchitidae,Coleoptera,1,,herbivore,herbivore,open habitats,tall sward & scrub,"habitats >> sward/field layer, soil humidity >> dry",,,Cornus
Neocoenorrhinus interpunctatus,Rhynchitidae,Coleoptera,4,Nb,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Neocoenorrhinus minutus,Rhynchitidae,Coleoptera,1,,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Neocoenorrhinus pauxillus,Rhynchitidae,Coleoptera,8,RDB 3,herbivore,herbivore,tree-associated,arboreal,"canopy >> understorey, conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Rhynchites auratus,Rhynchitidae,Coleoptera,32,Extinct,,,,,,,,
Rhynchites bacchus,Rhynchitidae,Coleoptera,32,Extinct,,,,,,,,
Temnocerus coeruleus,Rhynchitidae,Coleoptera,4,Nb,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Temnocerus longiceps,Rhynchitidae,Coleoptera,4,Nb,herbivore,herbivore,tree-associated,arboreal,"canopy >> understorey, conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Temnocerus nanus,Rhynchitidae,Coleoptera,1,,herbivore,herbivore,tree-associated,arboreal,"conifer or broadleaved >> broadleaved only, terrestrial aspect >> pupate in foliage on ground",,,
Metoecus paradoxus,Ripiphoridae,Coleoptera,1,LC;None,predator,predator,open habitats,tall sward & scrub,,,,Vespula
